cluster	org_name	org_node	org_lat	org_long	org_inc	hosp_name	hosp_node	hosp_lat	hosp_long	hosp_inc	hosp_bed	subject1	subject2	subject3	subject4	subject5	subject1_count	subject2_count	subject3_count	subject4_count	subject5_count	subject1_cost	subject2_cost	subject3_cost	subject4_cost	subject5_cost	FIPS	n1	n2	county
																											32510.0	0.9948	0.796	Hillsborough County
																											33001.0	0.9732	0.774	Merrimack County
																											33003.0	0.9774	0.625	Rockingham County
																											33005.0	0.8636	0.404	Strafford County
																											33007.0	0.8917	0.426	Sullivan County
																											33009.0	0.9401	0.563	Atlantic County
																											33011.0	0.9817	0.871	Bergen County
																											33013.0	0.9779	0.786	Burlington County
																											33015.0	0.99	0.844	Camden County
																											33017.0	0.984	0.726	Cape May County
																											33019.0	0.8682	0.629	Cumberland County
																											34001.0	0.979	0.639	Essex County
																											34003.0	0.9961	0.833	Gloucester County
																											34005.0	0.9849	0.778	Hudson County
																											34007.0	0.9881	0.776	Hunterdon County
																											34009.0	0.9861	0.749	Mercer County
																											34011.0	0.9687	0.55	Middlesex County
																											34013.0	0.9864	0.731	Monmouth County
																											34015.0	0.9902	0.738	Morris County
																											34017.0	0.9873	0.684	Ocean County
																											34019.0	0.9901	0.693	Passaic County
																											34021.0	0.977	0.816	Salem County
																											34023.0	0.967	0.832	Somerset County
																											34025.0	0.9904	0.847	Sussex County
																											34027.0	0.9689	0.864	Union County
																											34029.0	0.9862	0.736	Warren County
																											34031.0	0.9935	0.804	Bernalillo County
																											34033.0	0.9745	0.534	Catron County
																											34035.0	0.9927	0.831	Chaves County
																											34037.0	0.9966	0.58	Cibola County
																											34039.0	0.9931	0.784	Colfax County
																											34041.0	0.9893	0.614	Curry County
																											35001.0	0.99	0.615	De Baca County
																											35003.0	0.0831	0.053	Dona Ana County
																											35005.0	0.9159	0.337	Eddy County
																											35006.0	0.6765	0.232	Grant County
																											35007.0	0.2637	0.111	Guadalupe County
																											35009.0	0.9182	0.576	Harding County
																											35011.0	0.8124	0.455	Hidalgo County
																											35013.0	0.8459	0.335	Lea County
																											35015.0	0.8468	0.434	Lincoln County
																											35017.0	0.8555	0.273	Los Alamos County
																											35019.0	0.6833	0.463	Luna County
																											35021.0	0.6864	0.477	McKinley County
																											35023.0	0.0715	0.035	Mora County
																											35025.0	0.932	0.536	Otero County
																											35027.0	0.8645	0.454	Quay County
																											35028.0	0.9943	0.665	Rio Arriba County
																											35029.0	0.5815	0.098	Roosevelt County
																											35031.0	0.5141	0.135	Sandoval County
																											35033.0	0.6355	0.164	San Juan County
																											35035.0	0.7886	0.436	San Miguel County
																											35037.0	0.6226	0.385	Santa Fe County
																											35039.0	0.8619	0.16	Sierra County
																											35041.0	0.8104	0.333	Socorro County
																											35043.0	0.9168	0.464	Taos County
																											35045.0	0.7837	0.482	Torrance County
																											35047.0	0.4943	0.101	Union County
																											35049.0	0.9806	0.375	Valencia County
																											35051.0	0.8211	0.248	Albany County
																											35053.0	0.0453	0.211	Allegany County
																											35055.0	0.7825	0.384	Broome County
																											35057.0	0.4439	0.074	Cattaraugus County
																											35059.0	0.7637	0.291	Cayuga County
																											35061.0	0.8646	0.305	Chautauqua County
																											36001.0	0.9975	0.696	Chemung County
																											36003.0	0.7666	0.305	Chenango County
																											36005.0	0.9817	0.486	Clinton County
																											36007.0	0.9913	0.621	Columbia County
																											36009.0	0.8212	0.32	Cortland County
																											36011.0	0.9692	0.675	Delaware County
																											36013.0	0.9784	0.575	Dutchess County
																											36015.0	0.9804	0.649	Erie County
																											36017.0	0.9575	0.345	Essex County
																											36019.0	0.9351	0.595	Franklin County
																											36021.0	0.992	0.495	Fulton County
																											36023.0	0.9575	0.496	Genesee County
																											36025.0	0.9766	0.462	Greene County
																											36027.0	0.9783	0.827	Hamilton County
																											36029.0	0.9984	0.656	Herkimer County
																											36031.0	0.9391	0.398	Jefferson County
																											36033.0	0.9536	0.491	Kings County
																											36035.0	0.9665	0.624	Lewis County
																											36037.0	0.9588	0.531	Livingston County
																											36039.0	0.9828	0.687	Madison County
																											36041.0	0.853	0.637	Monroe County
																											36043.0	0.9365	0.44	Montgomery County
																											36045.0	0.9848	0.62	Nassau County
																											36047.0	0.9978	0.568	Niagara County
																											36049.0	0.8551	0.186	Oneida County
																											36051.0	0.9072	0.439	Onondaga County
																											36053.0	0.9418	0.45	Ontario County
																											36055.0	0.9999	0.59	Orange County
																											36057.0	0.9793	0.608	Orleans County
																											36059.0	0.9926	0.874	Oswego County
																											36061.0	1	0.55	Otsego County
																											36063.0	0.9933	0.642	Putnam County
																											36065.0	0.971	0.57	Rensselaer County
																											36067.0	0.999	0.708	Richmond County
																											36069.0	0.9945	0.622	Rockland County
																											36071.0	0.9878	0.785	St. Lawrence County
																											36073.0	0.9745	0.56	Saratoga County
																											36075.0	0.995	0.584	Schenectady County
																											36077.0	0.9168	0.52	Schoharie County
																											36079.0	0.9894	0.827	Schuyler County
																											36081.0	0.9996	0.689	Seneca County
																											36083.0	0.9997	0.707	Steuben County
																											36085.0	1	0.713	Suffolk County
																											36087.0	0.9872	0.769	Sullivan County
																											36089.0	0.9537	0.513	Tioga County
																											36091.0	0.9991	0.592	Tompkins County
																											36093.0	0.9998	0.719	Ulster County
																											36095.0	0.9909	0.4	Warren County
																											36097.0	0.9738	0.506	Washington County
																											36099.0	0.9956	0.387	Wayne County
																											36101.0	0.8998	0.492	Westchester County
																											36103.0	0.9652	0.854	Wyoming County
																											36105.0	0.9947	0.515	Yates County
																											36107.0	0.9636	0.364	Alamance County
																											36109.0	0.986	0.554	Alexander County
																											36111.0	0.9953	0.696	Alleghany County
																											36113.0	0.9621	0.803	Anson County
																											36115.0	0.9766	0.282	Ashe County
																											36117.0	0.9636	0.565	Avery County
																											36119.0	0.9872	0.758	Beaufort County
																											36121.0	0.8541	0.354	Bertie County
																											36123.0	0.9327	0.504	Bladen County
																											37001.0	0.9882	0.608	Brunswick County
																											37003.0	0.9888	0.352	Buncombe County
																											37005.0	0.9981	0.495	Burke County
																											37007.0	0.8944	0.2	Cabarrus County
																											37009.0	0.996	0.504	Caldwell County
																											37011.0	0.9814	0.328	Camden County
																											37013.0	0.8636	0.335	Carteret County
																											37015.0	0.7442	0.13	Caswell County
																											37017.0	0.7188	0.279	Catawba County
																											37019.0	0.9778	0.755	Chatham County
																											37021.0	0.9919	0.729	Cherokee County
																											37023.0	0.9883	0.484	Chowan County
																											37025.0	0.9953	0.801	Clay County
																											37027.0	0.995	0.672	Cleveland County
																											37029.0	0.9345	0.331	Columbus County
																											37031.0	0.9981	0.549	Craven County
																											37033.0	0.5726	0.111	Cumberland County
																											37035.0	0.9954	0.66	Currituck County
																											37037.0	0.8354	0.352	Dare County
																											37039.0	0.8362	0.265	Davidson County
																											37041.0	0.9706	0.332	Davie County
																											37043.0	0.8184	0.313	Duplin County
																											37045.0	0.9683	0.606	Durham County
																											37047.0	0.8407	0.277	Edgecombe County
																											37049.0	0.9016	0.662	Forsyth County
																											37051.0	0.9951	0.644	Franklin County
																											37053.0	0.9733	0.456	Gaston County
																											37055.0	0.9924	0.706	Gates County
																											37057.0	0.9963	0.668	Graham County
																											37059.0	0.9956	0.792	Granville County
																											37061.0	0.6969	0.182	Greene County
																											37063.0	0.9935	0.653	Guilford County
																											37065.0	0.8455	0.348	Halifax County
																											37067.0	0.9998	0.659	Harnett County
																											37069.0	0.8665	0.363	Haywood County
																											37071.0	0.9983	0.732	Henderson County
																											37073.0	0.5861	0.047	Hertford County
																											37075.0	0.6612	0.094	Hoke County
																											37077.0	0.8693	0.393	Hyde County
																											37079.0	0.2641	0.127	Iredell County
																											37081.0	0.9982	0.651	Jackson County
																											37083.0	0.8264	0.361	Johnston County
																											37085.0	0.9519	0.467	Jones County
																											37087.0	0.8348	0.483	Lee County
																											37089.0	0.9263	0.459	Lenoir County
																											37091.0	0.8264	0.281	Lincoln County
																											37093.0	0.8957	0.624	McDowell County
																											37095.0	0.1205	0.069	Macon County
																											37097.0	0.9833	0.697	Madison County
																											37099.0	0.6056	0.258	Martin County
																											37101.0	0.9461	0.671	Mecklenburg County
																											37103.0	0.5078	0.115	Mitchell County
																											37105.0	0.9829	0.69	Montgomery County
																											37107.0	0.8244	0.329	Moore County
																											37109.0	0.9872	0.773	Nash County
																											37111.0	0.8309	0.418	New Hanover County
																											37113.0	0.6938	0.307	Northampton County
																											37115.0	0.7294	0.272	Onslow County
																											37117.0	0.6887	0.216	Orange County
																											37119.0	1	0.791	Pamlico County
																											37121.0	0.8991	0.317	Pasquotank County
																											37123.0	0.6692	0.104	Pender County
																											37125.0	0.905	0.562	Perquimans County
																											37127.0	0.8852	0.398	Person County
																											37129.0	0.9984	0.794	Pitt County
																											37131.0	0.8082	0.064	Polk County
																											37133.0	0.9714	0.676	Randolph County
																											37135.0	0.9404	0.552	Richmond County
																											37137.0	0.8598	0.432	Robeson County
																											37139.0	0.9988	0.744	Rockingham County
																											37141.0	0.7822	0.598	Rowan County
																											37143.0	0.8779	0.198	Rutherford County
																											37145.0	0.9887	0.271	Sampson County
																											37147.0	0.9028	0.449	Scotland County
																											37149.0	0.899	0.208	Stanly County
																											37151.0	0.9753	0.505	Stokes County
																											37153.0	0.9375	0.457	Surry County
																											37155.0	0.8515	0.401	Swain County
																											37157.0	0.9706	0.472	Transylvania County
																											37159.0	0.9819	0.608	Tyrrell County
																											37161.0	0.9247	0.221	Union County
																											37163.0	0.6531	0.143	Vance County
																											37165.0	0.9111	0.275	Wake County
																											37167.0	0.985	0.47	Warren County
																											37169.0	0.9747	0.393	Washington County
																											37171.0	0.9977	0.452	Watauga County
																											37173.0	0.6714	0.184	Wayne County
																											37175.0	0.8989	0.547	Wilkes County
																											37177.0	0.5209	0.058	Wilson County
																											37179.0	0.9901	0.807	Yadkin County
																											37181.0	0.95	0.401	Yancey County
																											37183.0	0.9986	0.779	Adams County
																											37185.0	0.6713	0.156	Barnes County
																											37187.0	0.8326	0.11	Benson County
																											37189.0	0.9868	0.779	Billings County
																											37191.0	0.9665	0.473	Bottineau County
																											37193.0	0.9936	0.522	Bowman County
																											37195.0	0.9828	0.676	Burke County
																											37197.0	0.9926	0.509	Burleigh County
																											37199.0	0.9086	0.562	Cass County
																											38001.0	1	0.633	Cavalier County
																											38003.0	0.9551	0.439	Dickey County
																											38005.0	0.9955	0.324	Divide County
																											38007.0	0.5366	0.091	Dunn County
																											38009.0	0.9987	0.305	Eddy County
																											38011.0	1	0.521	Emmons County
																											38013.0	0.8184	0.298	Foster County
																											38015.0	0.9879	0.746	Golden Valley County
																											38017.0	0.9632	0.674	Grand Forks County
																											38019.0	1	0.534	Grant County
																											38021.0	0.9977	0.78	Griggs County
																											38023.0	0.9594	0.243	Hettinger County
																											38025.0	0.9821	0.623	Kidder County
																											38027.0	1	0.36	LaMoure County
																											38029.0	1	0.522	Logan County
																											38031.0	1	0.611	McHenry County
																											38033.0	0.607	0.256	McIntosh County
																											38035.0	0.9875	0.68	McKenzie County
																											38037.0	0.9653	0.396	McLean County
																											38039.0	0.9561	0.739	Mercer County
																											38041.0	1	0.366	Morton County
																											38043.0	1	0.45	Mountrail County
																											38045.0	1	0.521	Nelson County
																											38047.0	1	0.519	Oliver County
																											38049.0	0.9993	0.149	Pembina County
																											38051.0	1	0.402	Pierce County
																											38053.0	0.7279	0.878	Ramsey County
																											38055.0	0.9179	0.378	Ransom County
																											38057.0	0.9987	0.746	Renville County
																											38059.0	0.9692	0.314	Richland County
																											38061.0	0.8628	0.791	Rolette County
																											38063.0	1	0.278	Sargent County
																											38065.0	0.9974	0.692	Sheridan County
																											38067.0	1	0.469	Sioux County
																											38069.0	1	0.361	Slope County
																											38071.0	1	0.485	Stark County
																											38073.0	0.9937	0.571	Steele County
																											38075.0	0.9875	0.339	Stutsman County
																											38077.0	0.9976	0.616	Towner County
																											38079.0	0.9891	0.5	Traill County
																											38081.0	0.9997	0.596	Walsh County
																											38083.0	0.9977	0.164	Ward County
																											38085.0	0.9667	0.305	Wells County
																											38087.0	0.9827	0.333	Williams County
																											38089.0	0.9806	0.517	Adams County
																											38091.0	0.9598	0.283	Allen County
																											38093.0	0.9803	0.661	Ashland County
																											38095.0	0.8693	0.314	Ashtabula County
																											38097.0	0.9798	0.259	Athens County
																											38099.0	0.9768	0.411	Auglaize County
																											38101.0	0.9762	0.697	Belmont County
																											38103.0	1	0.388	Brown County
																											38105.0	0.9484	0.747	Butler County
																											39001.0	0.7436	0.167	Carroll County
																											39003.0	0.9839	0.559	Champaign County
																											39005.0	1	0.641	Clark County
																											39007.0	0.9315	0.461	Clermont County
																											39009.0	0.7734	0.257	Clinton County
																											39011.0	0.9605	0.597	Columbiana County
																											39013.0	0.8946	0.43	Coshocton County
																											39015.0	0.8635	0.168	Crawford County
																											39017.0	0.9983	0.677	Cuyahoga County
																											39019.0	0.6838	0.282	Darke County
																											39021.0	0.9232	0.393	Defiance County
																											39023.0	0.9974	0.522	Delaware County
																											39025.0	0.9946	0.756	Erie County
																											39027.0	0.8199	0.365	Fairfield County
																											39029.0	0.8442	0.446	Fayette County
																											39031.0	0.7323	0.347	Franklin County
																											39033.0	0.996	0.506	Fulton County
																											39035.0	0.995	0.641	Gallia County
																											39037.0	0.951	0.383	Geauga County
																											39039.0	1	0.483	Greene County
																											39041.0	0.9942	0.794	Guernsey County
																											39043.0	1	0.491	Hamilton County
																											39045.0	0.9776	0.645	Hancock County
																											39047.0	0.8774	0.435	Hardin County
																											39049.0	0.9999	0.672	Harrison County
																											39051.0	0.9998	0.316	Henry County
																											39053.0	0.8825	0.121	Highland County
																											39055.0	0.9356	0.581	Hocking County
																											39057.0	0.9814	0.544	Holmes County
																											39059.0	0.8276	0.372	Huron County
																											39061.0	0.9999	0.631	Jackson County
																											39063.0	0.9799	0.538	Jefferson County
																											39065.0	0.9723	0.395	Knox County
																											39067.0	0.6537	0.071	Lake County
																											39069.0	1	0.359	Lawrence County
																											39071.0	0.7459	0.274	Licking County
																											39073.0	0.7108	0.26	Logan County
																											39075.0	1	0.261	Lorain County
																											39077.0	1	0.435	Lucas County
																											39079.0	0.8578	0.316	Madison County
																											39081.0	0.9276	0.521	Mahoning County
																											39083.0	0.7833	0.46	Marion County
																											39085.0	0.9992	0.58	Medina County
																											39087.0	0.8642	0.557	Meigs County
																											39089.0	0.9543	0.608	Mercer County
																											39091.0	0.9455	0.322	Miami County
																											39093.0	1	0.659	Monroe County
																											39095.0	0.9893	0.473	Montgomery County
																											39097.0	0.9417	0.281	Morgan County
																											39099.0	0.9869	0.593	Morrow County
																											39101.0	0.994	0.516	Muskingum County
																											39103.0	1	0.786	Noble County
																											39105.0	0.6713	0.164	Ottawa County
																											39107.0	1	0.497	Paulding County
																											39109.0	0.9927	0.616	Perry County
																											39111.0	0.3943	0.091	Pickaway County
																											39113.0	0.998	0.627	Pike County
																											39115.0	0.6088	0.103	Portage County
																											39117.0	0.8083	0.441	Preble County
																											39119.0	0.8931	0.665	Putnam County
																											39121.0	0.6655	0.103	Richland County
																											39123.0	1	0.501	Ross County
																											39125.0	1	0.191	Sandusky County
																											39127.0	0.7183	0.311	Scioto County
																											39129.0	0.9343	0.408	Seneca County
																											39131.0	0.8775	0.322	Shelby County
																											39133.0	0.9927	0.539	Stark County
																											39135.0	0.9877	0.466	Summit County
																											39137.0	0.9999	0.387	Trumbull County
																											39139.0	0.9979	0.52	Tuscarawas County
																											39141.0	0.9443	0.452	Union County
																											39143.0	1	0.531	Van Wert County
																											39145.0	0.9054	0.495	Vinton County
																											39147.0	0.9675	0.512	Warren County
																											39149.0	0.9766	0.533	Washington County
																											39151.0	0.9946	0.58	Wayne County
																											39153.0	0.9999	0.596	Williams County
																											39155.0	0.9754	0.513	Wood County
																											39157.0	0.8931	0.592	Wyandot County
																											39159.0	0.9947	0.684	Adair County
																											39161.0	1	0.486	Alfalfa County
																											39163.0	0.6607	0.141	Atoka County
																											39165.0	0.9826	0.777	Beaver County
																											39167.0	0.7813	0.433	Beckham County
																											39169.0	0.9783	0.428	Blaine County
																											39171.0	0.9999	0.426	Bryan County
																											39173.0	1	0.573	Caddo County
																											39175.0	0.9525	0.426	Canadian County
																											40001.0	0.7634	0.309	Carter County
																											40003.0	0.9435	0.15	Cherokee County
																											40005.0	0.5262	0.117	Choctaw County
																											40007.0	0.8027	0.238	Cimarron County
																											40009.0	0.7207	0.432	Cleveland County
																											40011.0	0.8255	0.233	Coal County
																											40013.0	0.9658	0.378	Comanche County
																											40015.0	0.5297	0.135	Cotton County
																											40017.0	0.8857	0.701	Craig County
																											40019.0	1	0.559	Creek County
																											40021.0	0.7994	0.645	Custer County
																											40023.0	0.3648	0.096	Delaware County
																											40025.0	0.7426	0.209	Dewey County
																											40027.0	0.9484	0.688	Ellis County
																											40029.0	0.7853	0.066	Garfield County
																											40031.0	0.9467	0.502	Garvin County
																											40033.0	0.5835	0.206	Grady County
																											40035.0	0.9955	0.176	Grant County
																											40037.0	0.6785	0.411	Greer County
																											40039.0	0.7881	0.413	Harmon County
																											40041.0	0.908	0.485	Harper County
																											40043.0	0.3267	0.158	Haskell County
																											40045.0	0.737	0.102	Hughes County
																											40047.0	0.8676	0.461	Jackson County
																											40049.0	0.7845	0.169	Jefferson County
																											40051.0	0.6878	0.347	Johnston County
																											40053.0	0.8994	0.127	Kay County
																											40055.0	0.5061	0.136	Kingfisher County
																											40057.0	0.8805	0.048	Kiowa County
																											40059.0	0.8381	0.093	Latimer County
																											40061.0	0.3944	0.152	Le Flore County
																											40063.0	0.5391	0.1	Lincoln County
																											40065.0	0.798	0.474	Logan County
																											40067.0	0.6651	0.09	Love County
																											40069.0	0.9401	0.163	McClain County
																											40071.0	0.9472	0.369	McCurtain County
																											40073.0	0.9255	0.591	McIntosh County
																											40075.0	0.7331	0.132	Major County
																											40077.0	0.5198	0.076	Marshall County
																											40079.0	0.5521	0.19	Mayes County
																											40081.0	0.9168	0.111	Murray County
																											40083.0	1	0.407	Muskogee County
																											40085.0	1	0.224	Noble County
																											40087.0	0.8554	0.718	Nowata County
																											40089.0	0.5648	0.2	Okfuskee County
																											40091.0	0.4087	0.245	Oklahoma County
																											40093.0	0.3517	0.264	Okmulgee County
																											40095.0	1	0.104	Osage County
																											40097.0	0.952	0.252	Ottawa County
																											40099.0	0.9999	0.145	Pawnee County
																											40101.0	0.6767	0.462	Payne County
																											40103.0	0.9304	0.096	Pittsburg County
																											40105.0	0.8503	0.083	Pontotoc County
																											40107.0	0.3664	0.12	Pottawatomie County
																											40109.0	0.9685	0.633	Pushmataha County
																											40111.0	0.5419	0.224	Roger Mills County
																											40113.0	0.7369	0.181	Rogers County
																											40115.0	0.9995	0.191	Seminole County
																											40117.0	0.3493	0.083	Sequoyah County
																											40119.0	1	0.434	Stephens County
																											40121.0	0.7485	0.287	Texas County
																											40123.0	0.9338	0.431	Tillman County
																											40125.0	0.8995	0.363	Tulsa County
																											40127.0	0.2598	0.077	Wagoner County
																											40129.0	0.1267	0.083	Washington County
																											40131.0	0.978	0.284	Washita County
																											40133.0	0.6123	0.194	Woods County
																											40135.0	0.3542	0.202	Woodward County
																											40137.0	0.9521	0.423	Baker County
																											40139.0	0.8792	0.377	Benton County
																											40141.0	0.9041	0.116	Clackamas County
																											40143.0	0.9835	0.642	Clatsop County
																											40145.0	0.8904	0.481	Columbia County
																											40147.0	0.919	0.443	Coos County
																											40149.0	0.6747	0.113	Crook County
																											40151.0	0.9061	0.288	Curry County
																											40153.0	0.3441	0.138	Deschutes County
																											41001.0	0.7059	0.38	Douglas County
																											41003.0	0.9951	0.747	Gilliam County
																											41005.0	0.9695	0.804	Grant County
																											41007.0	0.8239	0.788	Harney County
																											41009.0	0.8067	0.277	Hood River County
																											41011.0	0.8966	0.622	Jackson County
																											41013.0	0.9163	0.371	Jefferson County
																											41015.0	0.9423	0.517	Josephine County
																											41017.0	0.9745	0.693	Klamath County
																											41019.0	0.93	0.635	Lake County
																											41021.0	0.3797	0.409	Lane County
																											41023.0	0.5769	0.317	Lincoln County
																											41025.0	0.6733	0.106	Linn County
																											41027.0	0.97	0.571	Malheur County
																											41029.0	0.927	0.615	Marion County
																											41031.0	0.9725	0.286	Morrow County
																											41033.0	0.8853	0.543	Multnomah County
																											41035.0	0.8426	0.582	Polk County
																											41037.0	0.4811	0.306	Sherman County
																											41039.0	0.9402	0.658	Tillamook County
																											41041.0	0.9544	0.65	Umatilla County
																											41043.0	0.9746	0.624	Union County
																											41045.0	0.9515	0.216	Wallowa County
																											41047.0	0.9909	0.732	Wasco County
																											41049.0	0.5708	0.466	Washington County
																											41051.0	0.979	0.83	Wheeler County
																											41053.0	0.9676	0.792	Yamhill County
																											41055.0	0.5067	0.082	Adams County
																											41057.0	0.9166	0.658	Allegheny County
																											41059.0	0.93	0.476	Armstrong County
																											41061.0	0.8933	0.505	Beaver County
																											41063.0	0.9051	0.19	Bedford County
																											41065.0	0.8508	0.837	Berks County
																											41067.0	0.9715	0.827	Blair County
																											41069.0	 -   	0.149	Bradford County
																											41071.0	0.8515	0.59	Bucks County
																											42001.0	0.9387	0.509	Butler County
																											42003.0	0.9937	0.661	Cambria County
																											42005.0	0.9542	0.406	Cameron County
																											42007.0	0.9829	0.589	Carbon County
																											42009.0	0.762	0.181	Centre County
																											42011.0	0.9797	0.567	Chester County
																											42013.0	0.8689	0.517	Clarion County
																											42015.0	0.7476	0.368	Clearfield County
																											42017.0	0.9864	0.851	Clinton County
																											42019.0	0.9628	0.645	Columbia County
																											42021.0	0.9366	0.444	Crawford County
																											42023.0	0.9481	0.305	Cumberland County
																											42025.0	0.9749	0.537	Dauphin County
																											42027.0	0.9386	0.547	Delaware County
																											42029.0	0.9891	0.81	Elk County
																											42031.0	0.8551	0.34	Erie County
																											42033.0	0.8075	0.46	Fayette County
																											42035.0	0.9653	0.608	Forest County
																											42037.0	0.7994	0.398	Franklin County
																											42039.0	0.7874	0.52	Fulton County
																											42041.0	0.9256	0.657	Greene County
																											42043.0	0.9843	0.695	Huntingdon County
																											42045.0	0.99	0.723	Indiana County
																											42047.0	0.9617	0.386	Jefferson County
																											42049.0	0.9488	0.514	Juniata County
																											42051.0	0.8927	0.489	Lackawanna County
																											42053.0	0.7235	0.107	Lancaster County
																											42055.0	0.9202	0.605	Lawrence County
																											42057.0	0.6028	0.07	Lebanon County
																											42059.0	0.8101	0.281	Lehigh County
																											42061.0	0.8276	0.374	Luzerne County
																											42063.0	0.8174	0.402	Lycoming County
																											42065.0	0.8959	0.343	McKean County
																											42067.0	0.8018	0.127	Mercer County
																											42069.0	0.8933	0.634	Mifflin County
																											42071.0	0.9663	0.643	Monroe County
																											42073.0	0.9606	0.555	Montgomery County
																											42075.0	0.9751	0.638	Montour County
																											42077.0	0.999	0.699	Northampton County
																											42079.0	0.9701	0.468	Northumberland County
																											42081.0	0.9566	0.487	Perry County
																											42083.0	0.8696	0.377	Philadelphia County
																											42085.0	0.9131	0.469	Pike County
																											42087.0	0.9599	0.354	Potter County
																											42089.0	0.9934	0.604	Schuylkill County
																											42091.0	0.9897	0.831	Snyder County
																											42093.0	0.7219	0.25	Somerset County
																											42095.0	0.9999	0.647	Sullivan County
																											42097.0	0.8726	0.455	Susquehanna County
																											42099.0	0.8479	0.245	Tioga County
																											42101.0	0.9911	0.591	Union County
																											42103.0	0.9853	0.679	Venango County
																											42105.0	0.6977	0.349	Warren County
																											42107.0	0.9278	0.387	Washington County
																											42109.0	0.7738	0.27	Wayne County
																											42111.0	0.8582	0.492	Westmoreland County
																											42113.0	0.5814	0.143	Wyoming County
																											42115.0	0.6028	0.19	York County
																											42117.0	0.8997	0.315	Bristol County
																											42119.0	0.9366	0.365	Kent County
																											42121.0	0.909	0.447	Newport County
																											42123.0	0.7523	0.247	Providence County
																											42125.0	0.9449	0.551	Washington County
																											42127.0	0.6491	0.401	Abbeville County
																											42129.0	0.9808	0.629	Aiken County
																											42131.0	0.8971	0.403	Allendale County
																											42133.0	0.9961	0.634	Anderson County
																											44001.0	0.9997	0.777	Bamberg County
																											44003.0	0.9855	0.76	Barnwell County
																											44005.0	0.965	0.674	Beaufort County
																											44007.0	0.989	0.748	Berkeley County
																											44009.0	0.9783	0.747	Calhoun County
																											45001.0	0.9614	0.399	Charleston County
																											45003.0	0.7016	0.459	Cherokee County
																											45005.0	0.3125	0.034	Chester County
																											45007.0	0.9525	0.514	Chesterfield County
																											45009.0	0.399	0.108	Clarendon County
																											45011.0	0.5312	0.247	Colleton County
																											45013.0	0.884	0.749	Darlington County
																											45015.0	0.9445	0.662	Dillon County
																											45017.0	0.7855	0.152	Dorchester County
																											45019.0	0.9476	0.629	Edgefield County
																											45021.0	0.8729	0.352	Fairfield County
																											45023.0	0.8705	0.176	Florence County
																											45025.0	0.6777	0.23	Georgetown County
																											45027.0	0.9383	0.339	Greenville County
																											45029.0	0.8822	0.392	Greenwood County
																											45031.0	0.8874	0.532	Hampton County
																											45033.0	0.7687	0.19	Horry County
																											45035.0	0.9269	0.642	Jasper County
																											45037.0	0.6781	0.2	Kershaw County
																											45039.0	0.7977	0.185	Lancaster County
																											45041.0	0.9515	0.495	Laurens County
																											45043.0	0.8895	0.504	Lee County
																											45045.0	0.9834	0.73	Lexington County
																											45047.0	0.9133	0.472	McCormick County
																											45049.0	0.541	0.098	Marion County
																											45051.0	0.9984	0.824	Marlboro County
																											45053.0	0.6311	0.267	Newberry County
																											45055.0	0.833	0.423	Oconee County
																											45057.0	0.874	0.471	Orangeburg County
																											45059.0	0.9104	0.269	Pickens County
																											45061.0	0.8477	0.136	Richland County
																											45063.0	0.9681	0.615	Saluda County
																											45065.0	0.4012	0.439	Spartanburg County
																											45067.0	0.7081	0.322	Sumter County
																											45069.0	0.401	0.106	Union County
																											45071.0	0.8173	0.329	Williamsburg County
																											45073.0	0.8499	0.227	York County
																											45075.0	0.6524	0.413	Aurora County
																											45077.0	0.9378	0.417	Beadle County
																											45079.0	0.9762	0.527	Bennett County
																											45081.0	0.6022	0.071	Bon Homme County
																											45083.0	0.9595	0.528	Brookings County
																											45085.0	0.9691	0.476	Brown County
																											45087.0	0.7962	0.089	Brule County
																											45089.0	0.828	0.127	Buffalo County
																											45091.0	0.965	0.653	Butte County
																											46003.0	0.7325	0.499	Campbell County
																											46005.0	1	0.614	Charles Mix County
																											46007.0	0.9061	0.304	Clark County
																											46009.0	0.825	0.301	Clay County
																											46011.0	0.9991	0.594	Codington County
																											46013.0	1	0.451	Corson County
																											46015.0	1	0.74	Custer County
																											46017.0	1	0.169	Davison County
																											46019.0	0.994	0.441	Day County
																											46021.0	1	0.552	Deuel County
																											46023.0	0.551	0.371	Dewey County
																											46025.0	0.9909	0.25	Douglas County
																											46027.0	0.9387	0.213	Edmunds County
																											46029.0	0.9853	0.69	Fall River County
																											46031.0	0.8336	0.218	Faulk County
																											46033.0	0.6352	0.274	Grant County
																											46035.0	0.9997	0.611	Gregory County
																											46037.0	0.9983	0.159	Haakon County
																											46039.0	0.9989	0.683	Hamlin County
																											46041.0	0.946	0.54	Hand County
																											46043.0	0.8319	0.212	Hanson County
																											46045.0	1	0.42	Harding County
																											46047.0	0.9137	0.332	Hughes County
																											46049.0	1	0.673	Hutchinson County
																											46051.0	0.7764	0.395	Hyde County
																											46053.0	0.918	0.33	Jackson County
																											46055.0	0.9242	0.345	Jerauld County
																											46057.0	0.9995	0.25	Jones County
																											46059.0	1	0.297	Kingsbury County
																											46061.0	0.9997	0.413	Lake County
																											46063.0	1	0.206	Lawrence County
																											46065.0	0.9998	0.908	Lincoln County
																											46067.0	0.997	0.385	Lyman County
																											46069.0	1	1	McCook County
																											46071.0	0.741	0.329	McPherson County
																											46073.0	1	0.085	Marshall County
																											46075.0	0.5061	0.209	Meade County
																											46077.0	1	0.115	Mellette County
