id	node1	label	node2	node2;coor	node2;label
	cluster_0_0_3_6_21_33_859	member	QNIHPER7354248	@41.789722222222/-87.599722222222	'University of Chicago'@en
	cluster_0_0_3_5_28_70_1259	member	QNIHPER12585662	@59.348888888889/18.026666666667	'Karolinska Institute'@en
	cluster_0_0_3_5_28_70_916	member	QNIHPER6300285	@38.54/-121.75	'University of California, Davis'@en
	cluster_0_0_2_3_23_60_1657	member	QNIHPER12595159	@33.658952/-111.953954	'Mayo Clinic Scottsdale'@en
	cluster_0_0_2_3_23_60_79	member	QNIHPER1862853	@39.289032/-76.625685	'University of Maryland School of Medicine'@en
	cluster_0_0_2_3_24_124_493	member	QNIHPER12613032	@42.3373/-71.106	'Boston Children\'s Hospital'@en
	cluster_0_0_2_3_24_124_1918	member	QNIHPER2152717	@42.313432/-71.038445	'University of Massachusetts Boston'@en
	cluster_0_0_3_6_21_77_1289	member	QNIHPER14084412	@51.511944444444/-0.11611111111111	'King\'s College London'@en
	cluster_0_0_3_6_21_77_1289	member	QNIHPER1875889	@42.335743/-71.105138	'Harvard Medical School'@en
	cluster_0_0_3_6_11_102_1932	member	QNIHPER14116558	@39.32888888888889/-76.62055555555555	'Johns Hopkins University'@en
	cluster_0_0_3_6_11_102_811	member	QNIHPER6099141	@38.637/-90.2646	'Washington University School of Medicine'@en
	cluster_0_0_3_6_11_74_185	member	QNIHPER14154312	@41.80722222222222/-72.2525	'University of Connecticut'@en
	cluster_0_0_3_6_11_74_185	member	QNIHPER1868082	@41.311111111111/-72.926666666667	'Yale University'@en
	cluster_0_0_3_6_11_61_1689	member	QNIHPER14195089	@-15.394722222222223/28.33222222222222	'University of Zambia'@en
	cluster_0_0_3_6_11_61_1515	member	QNIHPER7616651	@33.5/-86.8075	'University of Alabama at Birmingham'@en
	cluster_0_0_3_6_11_74_380	member	QNIHPER14228542	@53.524444444444/-113.52444444444	'University of Alberta'@en
	cluster_0_0_3_6_7_31_225	member	QNIHPER14268521	@42.447222222222/-76.483055555556	'Cornell University'@en
	cluster_0_0_3_6_7_31_225	member	QNIHPER1931123	@42.447222222222/-76.483055555556	'Cornell University'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER14268918	@47.65416666666667/-122.30805555555555	'University of Washington'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER6931868	@47.6277525/-122.33067301841714	'Fred Hutchinson Cancer Research Center'@en
	cluster_0_0_2_2_9_125_787	member	QNIHPER14292354	@40.8175/-96.701388888889	'University of Nebraska–Lincoln'@en
	cluster_0_0_2_2_9_125_1126	member	QNIHPER14292590	@45.498916666667/-122.68875	'Oregon Health & Science University'@en
	cluster_0_0_2_2_9_125_1126	member	QNIHPER1917069	@45.498916666667/-122.68875	'Oregon Health & Science University'@en
	cluster_0_0_2_2_14_8_1497	member	QNIHPER14296122	@33.9558/-83.3745	'University of Georgia'@en
	cluster_0_0_2_2_14_8_1497	member	QNIHPER1896178	@40.110538888889/-88.228411111111	'University of Illinois at Urbana–Champaign'@en
	cluster_0_0_2_3_23_51_1075	member	QNIHPER14308508	@52.088611/5.179722	'University Medical Center Utrecht'@en
	cluster_0_0_2_3_23_51_1075	member	QNIHPER8535741	@40.7421/-73.9744	'New York University School of Medicine'@en
	cluster_0_0_2_3_23_51_1075	member	QNIHPER14353796	@52.088611/5.179722	'University Medical Center Utrecht'@en
	cluster_0_0_2_3_23_51_1075	member	QNIHPER7061794	@40.73/-73.995	'New York University'@en
	cluster_0_0_2_2_9_145_2215	member	QNIHPER14312630	@42.3937/-71.1911	'McLean Hospital'@en
	cluster_0_0_2_2_9_145_2215	member	QNIHPER7042003	@42.336267/-71.072344	'Boston University School of Medicine'@en
	cluster_0_0_2_2_9_145_2215	member	QNIHPER8929864	@-33.9575/18.460555555556	'University of Cape Town'@en
	cluster_0_0_2_2_9_145_2215	member	QNIHPER1859859	@42.374443888889/-71.116943888889	'Harvard University'@en
	cluster_0_0_2_2_9_145_2215	member	QNIHPER6615982	@30.61011/-96.353409	'Texas A&M Health Science Center'@en
	cluster_0_0_2_2_9_145_2215	member	QNIHPER7844911	@32.875553/-117.232441	'VA San Diego Healthcare System'@en
	cluster_0_0_2_2_9_145_2215	member	QNIHPER6406155	@32.875553/-117.232441	'VA San Diego Healthcare System'@en
	cluster_0_0_3_5_30_82_1616	member	QNIHPER14379778	@52.205277777778/0.11722222222222	'University of Cambridge'@en
	cluster_0_0_3_5_30_82_1616	member	QNIHPER3131284	@24.4383/118.093	'Xiamen University'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER2218161	@41.303245363975/-72.933871811889	'Yale School of Medicine'@en
	cluster_0_0_2_2_14_8_19	member	QNIHPER14386255	@40.424/-86.929	'Purdue University'@en
	cluster_0_0_2_2_14_8_19	member	QNIHPER1884731	@29.64833/-82.34944	'University of Florida'@en
	cluster_0_0_2_2_14_8_19	member	QNIHPER8567617	@42.362805555556/-71.068630555556	'Massachusetts General Hospital'@en
	cluster_0_0_2_2_14_112_322	member	QNIHPER14455082	@39.989722222222/116.30527777778	'Peking University'@en
	cluster_0_0_2_2_14_112_322	member	QNIHPER6477300	@42.276944444444/-83.738055555556	'University of Michigan'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER14461780	@32.881/-117.238	'University of California, San Diego'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER2302990	@32.881/-117.238	'University of California, San Diego'@en
	cluster_0_0_2_3_22_129_391	member	QNIHPER14494256	@39.191666666667/-96.580833333333	'Kansas State University'@en
	cluster_0_0_2_3_22_129_391	member	QNIHPER8854269	@39.191666666667/-96.580833333333	'Kansas State University'@en
	cluster_0_0_2_3_22_129_391	member	QNIHPER14494261	@39.191666666667/-96.580833333333	'Kansas State University'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER14523326	@29.7078/-95.3975	'University of Texas MD Anderson Cancer Center'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER7562845	@37.4282293/-122.1688576	'Stanford University'@en
	cluster_0_0_2_2_9_93_2350	member	QNIHPER14533548	@48.148055555556/11.568055555556	'Technical University of Munich'@en
	cluster_0_0_2_2_14_112_649	member	QNIHPER14577648	@31.775833333333/35.2	'Hebrew University of Jerusalem'@en
	cluster_0_0_2_2_14_112_649	member	QNIHPER1867459	@40.714605555556/-73.600458333333	'Hofstra University'@en
	cluster_0_0_2_2_14_146_1794	member	QNIHPER14611964	@39.2989/-76.5942	'Johns Hopkins School of Medicine'@en
	cluster_0_0_2_2_14_146_961	member	QNIHPER1867161	@37.87/-122.259	'University of California, Berkeley'@en
	cluster_0_0_3_6_7_31_225	member	QNIHPER14615462	@51.511944444444/-0.11611111111111	'King\'s College London'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER14615772	@40/-83.0125	'Ohio State University'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER1860455	@42.3495/-71.0633	'Tufts Medical Center'@en
	cluster_0_0_2_2_14_112_649	member	QNIHPER14637144	@48.8486/2.34333	'University of Paris'@en
	cluster_0_0_2_2_14_112_649	member	QNIHPER8506199	@44.975277777778/-93.234166666667	'University of Minnesota'@en
	cluster_0_0_3_6_7_21_1856	member	QNIHPER14642403	@45.5074/9.2677	'Vita-Salute San Raffaele University'@en
	cluster_0_0_3_6_7_21_1856	member	QNIHPER6193464	@40.8075/-73.961944444444	'Columbia University'@en
	cluster_0_0_3_5_15_119_1749	member	QNIHPER14654761	@-33.313611111111/26.519722222222	'Rhodes University'@en
	cluster_0_0_3_5_15_119_1662	member	QNIHPER9794040	@38.9975/-77.10194444444444	'National Institutes of Health'@en
	cluster_0_0_2_3_24_142_2101	member	QNIHPER14673887	@-36.850197222222/174.76949444444	'University of Auckland'@en
	cluster_0_0_2_3_24_142_2101	member	QNIHPER1868119	@41.661666666667/-91.536388888889	'University of Iowa'@en
	cluster_0_0_2_3_22_129_1039	member	QNIHPER14736697	@51.028055555556/13.726666666667	'TU Dresden'@en
	cluster_0_0_2_3_23_69_282	member	QNIHPER14781498	@41.789722222222/-87.599722222222	'University of Chicago'@en
	cluster_0_0_2_3_23_69_1917	member	QNIHPER14901691	@32.896092/-117.242457	'Scripps Research'@en
	cluster_0_0_3_6_7_21_1856	member	QNIHPER14801112	@47.65416666666667/-122.30805555555555	'University of Washington'@en
	cluster_0_0_3_6_7_21_1856	member	QNIHPER1882630	@47.65416666666667/-122.30805555555555	'University of Washington'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER14834301	@41.826167/-71.40325	'Brown University'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER14834315	@41.826167/-71.40325	'Brown University'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER1881384	@41.826167/-71.40325	'Brown University'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER15032693	@41.826167/-71.40325	'Brown University'@en
	cluster_0_0_2_3_24_124_1780	member	QNIHPER14841302	@-33.451355/-70.659757	'Diego Portales University'@en
	cluster_0_0_2_3_24_124_1780	member	QNIHPER9476844	@6.26706/-75.56941	'University of Antioquia'@en
	cluster_0_0_2_2_9_125_1126	member	QNIHPER14868696	@-30.05777778/-51.17444444	'Pontifícia Universidade Católica do Rio Grande do Sul'@en
	cluster_0_0_2_2_9_125_1126	member	QNIHPER1881061	@29.7033/-95.4029	'University of Texas Health Science Center at Houston'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER14879791	@53.370886/-6.249418	'All Hallows College'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER1883614	@44.020277777778/-92.481666666667	'Mayo Clinic Hospital — Rochester'@en
	cluster_0_0_3_6_7_2_1145	member	QNIHPER14887857	@41.789722222222/-87.599722222222	'University of Chicago'@en
	cluster_0_0_3_6_7_2_1145	member	QNIHPER2101870	@39.948/-75.194	'Children\'s Hospital of Philadelphia'@en
	cluster_0_0_2_3_24_103_2283	member	QNIHPER14952587	@43.128333/-77.628333	'University of Rochester'@en
	cluster_0_0_2_3_24_103_1363	member	QNIHPER1863781	@43.128333/-77.628333	'University of Rochester'@en
	cluster_0_0_3_6_7_2_1975	member	QNIHPER14987651	@46.7252/-117.1596	'Washington State University'@en
	cluster_0_0_3_6_7_2_1905	member	QNIHPER2090536	@46.7252/-117.1596	'Washington State University'@en
	cluster_0_0_2_2_9_125_1126	member	QNIHPER15026701	@48.84/2.3116666666667	'Pasteur Institute'@en
	cluster_0_0_2_2_9_125_1126	member	QNIHPER15155016	@33.7758/-84.3947	'Georgia Institute of Technology'@en
	cluster_0_0_3_6_21_77_1289	member	QNIHPER15084880	@53.338611111111/-6.2663888888889	'Dublin Institute of Technology'@en
	cluster_0_0_3_6_21_77_1289	member	QNIHPER8663349	@39.9484/-75.1567	'Thomas Jefferson University'@en
	cluster_0_0_3_6_21_77_1289	member	QNIHPER1885815	@39.9484/-75.1567	'Thomas Jefferson University'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER15197049	@34.0662/-118.4431	'UCLA David Geffen School of Medicine'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER8094764	@34.0662/-118.4431	'UCLA David Geffen School of Medicine'@en
	cluster_0_0_3_6_21_77_1289	member	QNIHPER15269953	@35.7005/-105.909	'Santa Fe Institute'@en
	cluster_0_0_3_6_21_77_1289	member	QNIHPER2091199	@35.7005/-105.909	'Santa Fe Institute'@en
	cluster_0_0_3_6_11_3_1350	member	QNIHPER15302704	@42.3639862/-71.0778293	'Rowland Institute for Science'@en
	cluster_0_0_3_6_11_3_351	member	QNIHPER9176501	@41.826167/-71.40325	'Brown University'@en
	cluster_0_0_3_6_7_21_1856	member	QNIHPER15315756	@40.444565/-79.953274	'University of Pittsburgh'@en
	cluster_0_0_3_6_7_21_1856	member	QNIHPER7368015	@40.444565/-79.953274	'University of Pittsburgh'@en
	cluster_0_0_3_6_11_61_1642	member	QNIHPER15318967	@49.410277777778/8.7063888888889	'Heidelberg University'@en
	cluster_0_0_3_5_15_119_520	member	QNIHPER15367027	@51.511944444444/-0.11611111111111	'King\'s College London'@en
	cluster_0_0_2_2_14_8_19	member	QNIHPER15389425	@22.969119444444445/88.5218111111111	'All India Institute of Medical Sciences, Kalyani'@en
	cluster_0_0_2_2_14_8_19	member	QNIHPER1882601	@39.2989/-76.5942	'Johns Hopkins School of Medicine'@en
	cluster_0_0_2_2_14_8_19	member	QNIHPER9291643	@40.741969/-73.974033	'NYU Langone Medical Center'@en
	cluster_0_0_2_2_14_112_649	member	QNIHPER15427264	@39.743461/-105.003119	'University of Colorado Denver'@en
	cluster_0_0_2_2_14_112_649	member	QNIHPER1902366	@39.74503692/-104.83753502	'University of Colorado School of Medicine'@en
	cluster_0_0_3_6_11_74_380	member	QNIHPER15434085	@52.1763/0.143	'Laboratory of Molecular Biology'@en
	cluster_0_0_3_6_11_74_380	member	QNIHPER6191146	@40.8075/-73.961944444444	'Columbia University'@en
	cluster_0_0_3_6_11_74_380	member	QNIHPER1878499	@32.881/-117.238	'University of California, San Diego'@en
	cluster_0_0_2_2_14_11_416	member	QNIHPER15442936	@42.3496/-71.0997	'Boston University'@en
	cluster_0_0_2_2_14_11_416	member	QNIHPER7125025	@42.054853/-87.673945	'Northwestern University'@en
	cluster_0_0_3_6_11_74_185	member	QNIHPER15478947	@38.648/-90.305	'Washington University in St. Louis'@en
	cluster_0_0_3_6_11_74_185	member	QNIHPER8029116	@37.802168/-122.271281	'University of California'@en
	cluster_0_0_3_6_11_102_86	member	QNIHPER15599213	@-12.2003423/-38.9716384	'State University of Feira de Santana'@en
	cluster_0_0_3_6_11_102_1318	member	QNIHPER1865844	@38.035555555556/-78.503333333333	'University of Virginia'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER15602748	@8.985632/38.710303	'Armauer Hansen Research Institute'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER1876688	@33.791111111111/-84.323333333333	'Emory University'@en
	cluster_0_0_2_2_14_112_322	member	QNIHPER15714593	@51.755/-1.255	'University of Oxford'@en
	cluster_0_0_2_2_14_112_322	member	QNIHPER2105543	@38.648/-90.305	'Washington University in St. Louis'@en
	cluster_0_0_2_2_9_145_2215	member	QNIHPER15751385	@9.046613/38.7587357	'Addis Ababa University'@en
	cluster_0_0_2_2_14_146_1794	member	QNIHPER15805116	@31.775833333333/35.2	'Hebrew University of Jerusalem'@en
	cluster_0_0_2_2_14_146_961	member	QNIHPER9528335	@40.444565/-79.953274	'University of Pittsburgh'@en
	cluster_0_0_2_2_9_125_1126	member	QNIHPER15834329	@33.5/-86.8075	'University of Alabama at Birmingham'@en
	cluster_0_0_2_2_9_125_1126	member	QNIHPER8062661	@33.5/-86.8075	'University of Alabama at Birmingham'@en
	cluster_0_0_2_3_22_120_2118	member	QNIHPER15917929	@38.900833333333/-77.050833333333	'George Washington University'@en
	cluster_0_0_2_3_22_120_2118	member	QNIHPER1875347	@38.900833333333/-77.050833333333	'George Washington University'@en
	cluster_0_0_2_3_23_51_640	member	QNIHPER15965299	@52.518055555556/13.393333333333	'Humboldt University of Berlin'@en
	cluster_0_0_2_3_23_51_640	member	QNIHPER2275890	@42.374443888889/-71.116943888889	'Harvard University'@en
	cluster_0_0_2_3_23_51_640	member	QNIHPER6139020	@42.374443888889/-71.116943888889	'Harvard University'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER15989246	@42.054853/-87.673945	'Northwestern University'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER9490542	@38.54/-121.75	'University of California, Davis'@en
	cluster_0_0_2_2_9_93_624	member	QNIHPER16018725	@40.345277777778/-74.656111111111	'Princeton University'@en
	cluster_0_0_2_2_9_93_624	member	QNIHPER1893815	@47.65416666666667/-122.30805555555555	'University of Washington'@en
	cluster_0_0_2_2_9_125_1126	member	QNIHPER16095884	@35.902764/-78.866183	'RTI International'@en
	cluster_0_0_2_2_9_125_1126	member	QNIHPER9188217	@35.902764/-78.866183	'RTI International'@en
	cluster_0_0_2_3_24_142_1879	member	QNIHPER16145375	@43.0447/-88.0225	'Medical College of Wisconsin'@en
	cluster_0_0_2_3_24_142_1879	member	QNIHPER3144047	@36.001111111111/-78.938888888889	'Duke University'@en
	cluster_0_0_3_5_30_15_1065	member	QNIHPER16185353	@28.065772222222/-80.624483333333	'Florida Institute of Technology'@en
	cluster_0_0_3_5_30_15_1065	member	QNIHPER8595154	@28.065772222222/-80.624483333333	'Florida Institute of Technology'@en
	cluster_0_0_2_3_22_120_2118	member	QNIHPER16229267	@46.95/7.437	'University of Bern'@en
	cluster_0_0_2_3_22_120_2118	member	QNIHPER1882290	@43.128333/-77.628333	'University of Rochester'@en
	cluster_0_0_3_6_11_3_351	member	QNIHPER16432621	@53.524444444444/-113.52444444444	'University of Alberta'@en
	cluster_0_0_3_6_11_3_1350	member	QNIHPER1860441	@40.807556/-73.964083	'Columbia University Medical Center'@en
	cluster_0_0_3_6_11_74_871	member	QNIHPER16461723	@42.388888888889/-72.527777777778	'University of Massachusetts Amherst'@en
	cluster_0_0_3_6_11_74_307	member	QNIHPER16461724	@42.388888888889/-72.527777777778	'University of Massachusetts Amherst'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER16497204	@8.985632/38.710303	'Armauer Hansen Research Institute'@en
	cluster_0_0_3_6_7_21_1018	member	QNIHPER16512681	@32.709605/-97.362823	'Texas Christian University'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER16547138	@41.311111111111/-72.926666666667	'Yale University'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER1883483	@41.311111111111/-72.926666666667	'Yale University'@en
	cluster_0_0_3_6_21_40_1456	member	QNIHPER16552092	@42.026194444444/-93.648444444444	'Iowa State University'@en
	cluster_0_0_3_6_21_40_623	member	QNIHPER8555830	@35.908611111111/-79.049166666667	'University of North Carolina at Chapel Hill'@en
	cluster_0_0_3_6_21_33_1189	member	QNIHPER1857690	@40.7421/-73.9744	'New York University School of Medicine'@en
	cluster_0_0_3_6_21_33_1189	member	QNIHPER2090851	@40.741969/-73.974033	'NYU Langone Medical Center'@en
	cluster_0_0_2_3_23_85_1176	member	QNIHPER1857736	@40/-83.0125	'Ohio State University'@en
	cluster_0_0_2_3_23_85_1176	member	QNIHPER8894125	@40/-83.0125	'Ohio State University'@en
	cluster_0_0_2_3_23_85_1176	member	QNIHPER6590508	@51.498308/-0.176882	'Imperial College London'@en
	cluster_0_0_3_6_7_2_1494	member	QNIHPER1857981	@42.374443888889/-71.116943888889	'Harvard University'@en
	cluster_0_0_3_6_11_35_169	member	QNIHPER1858000	@44.975277777778/-93.234166666667	'University of Minnesota'@en
	cluster_0_0_3_6_11_35_1298	member	QNIHPER1868935	@43.0447/-88.0225	'Medical College of Wisconsin'@en
	cluster_0_0_3_6_11_35_1298	member	QNIHPER1930292	@41.311111111111/-72.926666666667	'Yale University'@en
	cluster_0_0_2_2_14_146_961	member	QNIHPER1858153	@36.148649/-86.804972	'Vanderbilt University'@en
	cluster_0_0_2_2_14_146_1794	member	QNIHPER7846044	@36.148649/-86.804972	'Vanderbilt University'@en
	cluster_0_0_2_2_14_146_961	member	QNIHPER1858178	@40.5025/-74.4486111111111	'Rutgers University–New Brunswick'@en
	cluster_0_0_2_2_14_146_1794	member	QNIHPER8649077	@40.501666666667/-74.448055555556	'Rutgers University'@en
	cluster_0_0_3_6_11_74_185	member	QNIHPER1858254	@44.044166666667/-123.07583333333	'University of Oregon'@en
	cluster_0_0_3_6_11_74_185	member	QNIHPER8069428	@47.6277525/-122.33067301841714	'Fred Hutchinson Cancer Research Center'@en
	cluster_0_0_3_5_30_15_1005	member	QNIHPER1858385	@36.001111111111/-78.938888888889	'Duke University'@en
	cluster_0_0_3_5_30_15_1005	member	QNIHPER6201729	@36.0695/-79.8114	'University of North Carolina at Greensboro'@en
	cluster_0_0_2_2_9_101_401	member	QNIHPER1858397	@38.54/-121.75	'University of California, Davis'@en
	cluster_0_0_3_6_7_31_225	member	QNIHPER1858400	@42.447222222222/-76.483055555556	'Cornell University'@en
	cluster_0_0_2_2_14_146_1794	member	QNIHPER1858415	@37.763319444444/-122.45853888889	'University of California, San Francisco'@en
	cluster_0_0_2_2_14_146_961	member	QNIHPER1877450	@37.763042/-122.458508	'University of California, San Francisco School of Medicine'@en
	cluster_0_0_3_6_21_33_1184	member	QNIHPER1858426	@42.335743/-71.105138	'Harvard Medical School'@en
	cluster_0_0_3_6_21_33_1184	member	QNIHPER7039484	@42.374443888889/-71.116943888889	'Harvard University'@en
	cluster_0_0_3_6_21_33_1184	member	QNIHPER8328640	@42.374443888889/-71.116943888889	'Harvard University'@en
	cluster_0_0_2_2_9_125_787	member	QNIHPER1858446	@39.995383/-83.019036	'Wexner Medical Center at Ohio State University'@en
